Track Name,Artists,Album Cover URL
Hate Train,Metallica,https://i.scdn.co/image/ab67616d0000b273702cd0315b57c5c25690bc58
Blackened,Metallica,https://i.scdn.co/image/ab67616d0000b2737c05e69390ab7c628a83cee7
Eye Of The Beholder,Metallica,https://i.scdn.co/image/ab67616d0000b2737c05e69390ab7c628a83cee7
Eye of the Beholder,Metallica,https://i.scdn.co/image/ab67616d0000b273fe896727e3db1027ed72d885
The Past Recedes,John Frusciante,https://i.scdn.co/image/ab67616d0000b2739a5f34517e3b55324e523a73
A Name,John Frusciante,https://i.scdn.co/image/ab67616d0000b2739a5f34517e3b55324e523a73
Travis Walk,Stevie Ray Vaughan,https://i.scdn.co/image/ab67616d0000b273fb58ea8f6d1a6d3ac6ee9731
Toxicity,System Of A Down,https://i.scdn.co/image/ab67616d0000b27307bc7d2a745636c356b4d0aa
Through the Never - Remastered 2021,Metallica,https://i.scdn.co/image/ab67616d0000b27376c60d2128c8e4649b85f2b2
Cowboys from Hell,Pantera,https://i.scdn.co/image/ab67616d0000b2730ce52f4ba340a1e459e6a978
Chop Suey!,System Of A Down,https://i.scdn.co/image/ab67616d0000b27307bc7d2a745636c356b4d0aa
Ride The Lightning - Remastered,Metallica,https://i.scdn.co/image/ab67616d0000b2739ad3e9959f48d513886b8933
Orion - Remastered,Metallica,https://i.scdn.co/image/ab67616d0000b27316d6f039fafd389911261ada
The Thing That Should Not Be - Remastered,Metallica,https://i.scdn.co/image/ab67616d0000b27316d6f039fafd389911261ada
Heart Full of Soul,Chris Isaak,https://i.scdn.co/image/ab67616d0000b27357937d25cfcbcc05ce04a517
It's My Life - 1997 Remaster,Talk Talk,https://i.scdn.co/image/ab67616d0000b273ed7b5f97f354c216f80d61da
Badfish,Sublime,https://i.scdn.co/image/ab67616d0000b273e6f11f4c160143e5efb97651
Red Red Wine,UB40,https://i.scdn.co/image/ab67616d0000b273678217496fb787a68f14f8af
Santeria,Sublime,https://i.scdn.co/image/ab67616d0000b2738fc4b0dcfb9509553f195c85
La Grange - 2005 Remaster,ZZ Top,https://i.scdn.co/image/ab67616d0000b2730fe2ec86a0ec561ef2e2aae1
Knock Me Down - Original Long Version,Red Hot Chili Peppers,https://i.scdn.co/image/ab67616d0000b27379ac84696fa8624e97684d27
Wait Until Tomorrow,Jimi Hendrix,https://i.scdn.co/image/ab67616d0000b27319dcd95d28b63d10164327f2
"I Don't Trust Myself (With Loving You) - Live at the Nokia Theatre, Los Angeles, CA - December 2007",John Mayer,https://i.scdn.co/image/ab67616d0000b2735b9c332f9f76cabc137e400f
Around the World,Daft Punk,https://i.scdn.co/image/ab67616d0000b2738ac778cc7d88779f74d33311
Contact,Daft Punk,https://i.scdn.co/image/ab67616d0000b2739b9b36b0e22870b9f542d937
Fragments of Time (feat. Todd Edwards),"Daft Punk, Todd Edwards",https://i.scdn.co/image/ab67616d0000b2739b9b36b0e22870b9f542d937
Lose Yourself to Dance (feat. Pharrell Williams),"Daft Punk, Pharrell Williams",https://i.scdn.co/image/ab67616d0000b2739b9b36b0e22870b9f542d937
Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers],"Daft Punk, Pharrell Williams, Nile Rodgers",https://i.scdn.co/image/ab67616d0000b2731d5cf960a92bb8b03fc2be7f
Never Going Back Again - 2004 Remaster,Fleetwood Mac,https://i.scdn.co/image/ab67616d0000b27357df7ce0eac715cf70e519a7
Aquatic Mouth Dance,Red Hot Chili Peppers,https://i.scdn.co/image/ab67616d0000b27397a52e0aeda9d95fb881c56d
Precious - Motor Remix,"Depeche Mode, MOTOR",https://i.scdn.co/image/ab67616d0000b273cd52164adcff67fcd1b1abec
Soul to Squeeze,Red Hot Chili Peppers,https://i.scdn.co/image/ab67616d0000b2735590b4ee88187cb06a5b102d
I'll Be Your Domino,Red Hot Chili Peppers,https://i.scdn.co/image/ab67616d0000b2737056328c4d7eee31b3677e98
Snow (Hey Oh),Red Hot Chili Peppers,https://i.scdn.co/image/ab67616d0000b27309fd83d32aee93dceba78517
Funny Face,Red Hot Chili Peppers,https://i.scdn.co/image/ab67616d0000b2737056328c4d7eee31b3677e98
So Much I,Red Hot Chili Peppers,https://i.scdn.co/image/ab67616d0000b27309fd83d32aee93dceba78517
I Like Dirt,Red Hot Chili Peppers,https://i.scdn.co/image/ab67616d0000b27394d08ab63e57b0cae74e8595
Purple Stain,Red Hot Chili Peppers,https://i.scdn.co/image/ab67616d0000b27394d08ab63e57b0cae74e8595
Road Trippin',Red Hot Chili Peppers,https://i.scdn.co/image/ab67616d0000b273a9249ebb15ca7a5b75f16a90
And I Love Her,Kurt Cobain,https://i.scdn.co/image/ab67616d0000b273a4c50ce025b39993dea03d71
21st Century,Red Hot Chili Peppers,https://i.scdn.co/image/ab67616d0000b27309fd83d32aee93dceba78517
She's Only 18,Red Hot Chili Peppers,https://i.scdn.co/image/ab67616d0000b27309fd83d32aee93dceba78517
Charlie,Red Hot Chili Peppers,https://i.scdn.co/image/ab67616d0000b27309fd83d32aee93dceba78517
Send My Love to Linda,Jimi Hendrix,https://i.scdn.co/image/ab67616d0000b2731a9909a62934d5a80a73152e
Jungle,Jimi Hendrix,https://i.scdn.co/image/ab67616d0000b2731a9909a62934d5a80a73152e
Still In Love With You,Thin Lizzy,https://i.scdn.co/image/ab67616d0000b27383e6f55ea214ef74816e0f61
Borderline,Thin Lizzy,https://i.scdn.co/image/ab67616d0000b273b6e8d2fd93860d43e433c1ad
"White Heat, Red Hot",Judas Priest,https://i.scdn.co/image/ab67616d0000b273a4c79ec8f98d1866d266f5af
Room of Mirrors,Metallica,https://i.scdn.co/image/ab67616d0000b273cf2420c5c82d351496e8fd9e
Welcome Home (Sanitarium) - Remastered,Metallica,https://i.scdn.co/image/ab67616d0000b27316d6f039fafd389911261ada
Some Girls Are Bigger Than Others - 2011 Remaster,The Smiths,https://i.scdn.co/image/ab67616d0000b273ada101c2e9e97feb8fae37a9
Creeping Death - Remastered,Metallica,https://i.scdn.co/image/ab67616d0000b2739ad3e9959f48d513886b8933
Escape - Remastered,Metallica,https://i.scdn.co/image/ab67616d0000b2739ad3e9959f48d513886b8933
Inamorata,Metallica,https://i.scdn.co/image/ab67616d0000b273cf2420c5c82d351496e8fd9e
Chasing Light,Metallica,https://i.scdn.co/image/ab67616d0000b273cf2420c5c82d351496e8fd9e
To The Hilt,Die Krupps,https://i.scdn.co/image/ab67616d0000b273edf679d028f24ff3ca429ff2
Still Got The Blues,Gary Moore,https://i.scdn.co/image/ab67616d0000b273b586fc87d8bde3ba953f233a
Each Time You Fall in Love,Cigarettes After Sex,https://i.scdn.co/image/ab67616d0000b27312b69bf576f5e80291f75161
K.,Cigarettes After Sex,https://i.scdn.co/image/ab67616d0000b27312b69bf576f5e80291f75161
Gypsy Eyes,Jimi Hendrix,https://i.scdn.co/image/ab67616d0000b273522088789d49e216d9818292
"Bold as Love - Live at the Nokia Theatre, Los Angeles, CA - December 2007",John Mayer,https://i.scdn.co/image/ab67616d0000b2735b9c332f9f76cabc137e400f
"Out of My Mind - Live at the Nokia Theatre, Los Angeles, CA - December 2007",John Mayer,https://i.scdn.co/image/ab67616d0000b2735b9c332f9f76cabc137e400f
"Vultures - Live at the Nokia Theatre, Los Angeles, CA - December 2007",John Mayer,https://i.scdn.co/image/ab67616d0000b2735b9c332f9f76cabc137e400f
Maybe,The Chantels,https://i.scdn.co/image/ab67616d0000b273b7ed2e78ca035ccd5ed15dfd
Million Miles of Water,Red Hot Chili Peppers,https://i.scdn.co/image/ab67616d0000b2739eece7a1b7140aaf4056b9b4
The Heavy Wing,Red Hot Chili Peppers,https://i.scdn.co/image/ab67616d0000b27397a52e0aeda9d95fb881c56d
Song For The Dead,Queens of the Stone Age,https://i.scdn.co/image/ab67616d0000b2739eec33b045d88f87b9b06e67
The Way You Used To Do,Queens of the Stone Age,https://i.scdn.co/image/ab67616d0000b27389401ba9a9c231e2add35ae8
Murderers,John Frusciante,https://i.scdn.co/image/ab67616d0000b2732212a5deaedc7b5060799d83
Away & Anywhere,John Frusciante,https://i.scdn.co/image/ab67616d0000b2732212a5deaedc7b5060799d83
Wind up Space,John Frusciante,https://i.scdn.co/image/ab67616d0000b2732212a5deaedc7b5060799d83
Before The Beginning,John Frusciante,https://i.scdn.co/image/ab67616d0000b273833104647f596f77a3a6aa5f
Life Without You,Stevie Ray Vaughan,https://i.scdn.co/image/ab67616d0000b2731b45c9a0c1df131f66d9c2ca
Look at Little Sister,Stevie Ray Vaughan,https://i.scdn.co/image/ab67616d0000b2731b45c9a0c1df131f66d9c2ca
S.R.V.,Eric Johnson,https://i.scdn.co/image/ab67616d0000b27349c44f88bfc4996162b21716
Mary Had a Little Lamb,Stevie Ray Vaughan,https://i.scdn.co/image/ab67616d0000b273f7143c00741b94bb62025340
Free Bird,Lynyrd Skynyrd,https://i.scdn.co/image/ab67616d0000b273128450651c9f0442780d8eb8
Blackened,Metallica,https://i.scdn.co/image/ab67616d0000b273fe896727e3db1027ed72d885
Suggestions,System Of A Down,https://i.scdn.co/image/ab67616d0000b2734e7ff4a30597e57f5bc988f9
The Shortest Straw,Metallica,https://i.scdn.co/image/ab67616d0000b273fe896727e3db1027ed72d885
One,Metallica,https://i.scdn.co/image/ab67616d0000b273fe896727e3db1027ed72d885
Lux Æterna,Metallica,https://i.scdn.co/image/ab67616d0000b273e79f40ea18f4738b8e910b27
"Come On, Pt. III - 1984 Version",Stevie Ray Vaughan,https://i.scdn.co/image/ab67616d0000b273eb72e98b6e645a68cdfe72a4
Vasoline - 2019 Remaster,Stone Temple Pilots,https://i.scdn.co/image/ab67616d0000b273fc7df879208b362bb1ce1499
Stadium Arcadium,Red Hot Chili Peppers,https://i.scdn.co/image/ab67616d0000b27309fd83d32aee93dceba78517
Subway To Venus - Remastered 2003,Red Hot Chili Peppers,https://i.scdn.co/image/ab67616d0000b27379ac84696fa8624e97684d27
Regret,John Frusciante,https://i.scdn.co/image/ab67616d0000b273170c1534eab1173ca18982ed
Carvel,John Frusciante,https://i.scdn.co/image/ab67616d0000b273170c1534eab1173ca18982ed
This Cold,John Frusciante,https://i.scdn.co/image/ab67616d0000b273170c1534eab1173ca18982ed
Omission,John Frusciante,https://i.scdn.co/image/ab67616d0000b273170c1534eab1173ca18982ed
Song To Sing When I'm Lonely,John Frusciante,https://i.scdn.co/image/ab67616d0000b273170c1534eab1173ca18982ed
Wednesday's Song,John Frusciante,https://i.scdn.co/image/ab67616d0000b273170c1534eab1173ca18982ed
Sir Psycho Sexy,Red Hot Chili Peppers,https://i.scdn.co/image/ab67616d0000b273153d79816d853f2694b2cc70
Venice Queen,Red Hot Chili Peppers,https://i.scdn.co/image/ab67616d0000b273de1af2785a83cc660155a0c4
Monarchy of Roses,Red Hot Chili Peppers,https://i.scdn.co/image/ab67616d0000b27396136a2ab5696812e9b26723
Naked in the Rain,Red Hot Chili Peppers,https://i.scdn.co/image/ab67616d0000b273153d79816d853f2694b2cc70
Havana Affair - 2012 Remaster,Red Hot Chili Peppers,https://i.scdn.co/image/ab67616d0000b273e764bedf255dfc854f341e0c
Torture Me,Red Hot Chili Peppers,https://i.scdn.co/image/ab67616d0000b27309fd83d32aee93dceba78517
Slow Cheetah,Red Hot Chili Peppers,https://i.scdn.co/image/ab67616d0000b27309fd83d32aee93dceba78517
Readymade,Red Hot Chili Peppers,https://i.scdn.co/image/ab67616d0000b27309fd83d32aee93dceba78517
Storm in a Teacup,Red Hot Chili Peppers,https://i.scdn.co/image/ab67616d0000b27309fd83d32aee93dceba78517
Wet Sand,Red Hot Chili Peppers,https://i.scdn.co/image/ab67616d0000b27309fd83d32aee93dceba78517
Hey,Red Hot Chili Peppers,https://i.scdn.co/image/ab67616d0000b27309fd83d32aee93dceba78517
Runaway - 2006 Remaster,Red Hot Chili Peppers,https://i.scdn.co/image/ab67616d0000b273de1af2785a83cc660155a0c4
Warm Tape,Red Hot Chili Peppers,https://i.scdn.co/image/ab67616d0000b273de1af2785a83cc660155a0c4
Minor Thing,Red Hot Chili Peppers,https://i.scdn.co/image/ab67616d0000b273de1af2785a83cc660155a0c4
Dosed,Red Hot Chili Peppers,https://i.scdn.co/image/ab67616d0000b273de1af2785a83cc660155a0c4
Universally Speaking,Red Hot Chili Peppers,https://i.scdn.co/image/ab67616d0000b273de1af2785a83cc660155a0c4
Time is Running Out,Muse,https://i.scdn.co/image/ab67616d0000b2738cb690f962092fd44bbe2bf4
Ghosts (How Can I Move On),Muse,https://i.scdn.co/image/ab67616d0000b27342c90d53e8c596285e8f59ff
Won’t Stand Down,Muse,https://i.scdn.co/image/ab67616d0000b27342c90d53e8c596285e8f59ff
We Are Fucking Fucked,Muse,https://i.scdn.co/image/ab67616d0000b27342c90d53e8c596285e8f59ff
Compliance,Muse,https://i.scdn.co/image/ab67616d0000b27342c90d53e8c596285e8f59ff
Kill Or Be Killed,Muse,https://i.scdn.co/image/ab67616d0000b27342c90d53e8c596285e8f59ff
The Power Of Love,Huey Lewis & The News,https://i.scdn.co/image/ab67616d0000b2735306ed42ae78f317258c51bb
Pretty Little Ditty - Remastered 2003,Red Hot Chili Peppers,https://i.scdn.co/image/ab67616d0000b27379ac84696fa8624e97684d27
I Could Have Lied,Red Hot Chili Peppers,https://i.scdn.co/image/ab67616d0000b273153d79816d853f2694b2cc70
Man in Black,Johnny Cash,https://i.scdn.co/image/ab67616d0000b273c0758da80c7f77ea349b6add
"Sunday Morning Coming Down - Live at Ryman Auditorium, Nashville, TN - July 1970",Johnny Cash,https://i.scdn.co/image/ab67616d0000b273299932c18fbb42f4f7cccc3a
The Righteous & the Wicked,Red Hot Chili Peppers,https://i.scdn.co/image/ab67616d0000b273153d79816d853f2694b2cc70
Girl from the North Country,"Bob Dylan, Johnny Cash",https://i.scdn.co/image/ab67616d0000b27322debe1325cc21c9bb0c0b07
"Wait Until Tomorrow - Live at the Nokia Theatre, Los Angeles, CA - December 2007",John Mayer,https://i.scdn.co/image/ab67616d0000b2735b9c332f9f76cabc137e400f
"Everyday I Have The Blues - Live at the Nokia Theatre, Los Angeles, CA - December 2007",John Mayer,https://i.scdn.co/image/ab67616d0000b2735b9c332f9f76cabc137e400f
"Who Did You Think I Was - Live at the Nokia Theatre, Los Angeles, CA - December 2007",John Mayer,https://i.scdn.co/image/ab67616d0000b2735b9c332f9f76cabc137e400f
"I Don't Need No Doctor - Live at the Nokia Theatre, Los Angeles, CA - December 2007",John Mayer,https://i.scdn.co/image/ab67616d0000b2735b9c332f9f76cabc137e400f
I Feel You,Depeche Mode,https://i.scdn.co/image/ab67616d0000b273029fe2605ca0c2edd929658f
Just Can't Get Enough,Depeche Mode,https://i.scdn.co/image/ab67616d0000b27388ffe8c41647856e6fa5e1ab
Mellowship Slinky in B Major,Red Hot Chili Peppers,https://i.scdn.co/image/ab67616d0000b273153d79816d853f2694b2cc70
Change the World,Eric Clapton,https://i.scdn.co/image/ab67616d0000b273ed4b2a6ea7d8a04f39be0be0
Come Together,Michael Jackson,https://i.scdn.co/image/ab67616d0000b273d0593178c6c2594693ee34b7
Moth Into Flame,Metallica,https://i.scdn.co/image/ab67616d0000b2737b10c20f959932a6c790c074
Of Wolf and Man - Remastered 2021,Metallica,https://i.scdn.co/image/ab67616d0000b27376c60d2128c8e4649b85f2b2
Fade To Black - Remastered,Metallica,https://i.scdn.co/image/ab67616d0000b2739ad3e9959f48d513886b8933
Stain,Nirvana,https://i.scdn.co/image/ab67616d0000b273e1f5fcef5fb5f70aa0a717fc
Aneurysm,Nirvana,https://i.scdn.co/image/ab67616d0000b273e1f5fcef5fb5f70aa0a717fc
Pennyroyal Tea,Nirvana,https://i.scdn.co/image/ab67616d0000b273c4f52ef8782f0e8ede4c1aaf
Rape Me,Nirvana,https://i.scdn.co/image/ab67616d0000b273aca059cebc1841277db22d1c
Smells Like Teen Spirit,Nirvana,https://i.scdn.co/image/ab67616d0000b273fbc71c99f9c1296c56dd51b6
Stay Away,Nirvana,https://i.scdn.co/image/ab67616d0000b273fbc71c99f9c1296c56dd51b6
Lounge Act,Nirvana,https://i.scdn.co/image/ab67616d0000b273fbc71c99f9c1296c56dd51b6
Drain You,Nirvana,https://i.scdn.co/image/ab67616d0000b273fbc71c99f9c1296c56dd51b6
Heart-Shaped Box,Nirvana,https://i.scdn.co/image/ab67616d0000b273aca059cebc1841277db22d1c
You Know You're Right,Nirvana,https://i.scdn.co/image/ab67616d0000b27356072fea6785a3ad2d24237c
Breed,Nirvana,https://i.scdn.co/image/ab67616d0000b273fbc71c99f9c1296c56dd51b6
Sappy,Nirvana,https://i.scdn.co/image/ab67616d0000b2733a95d96086fa3571727707d1
Interstate Love Song - 2019 Remaster,Stone Temple Pilots,https://i.scdn.co/image/ab67616d0000b273fc7df879208b362bb1ce1499
All Apologies,Nirvana,https://i.scdn.co/image/ab67616d0000b273aca059cebc1841277db22d1c
Moist Vagina - 2013 Mix,Nirvana,https://i.scdn.co/image/ab67616d0000b273aca059cebc1841277db22d1c
I Hate Myself And Want To Die - Demo,Nirvana,https://i.scdn.co/image/ab67616d0000b2733a95d96086fa3571727707d1
Verse Chorus Verse - Outtake,Nirvana,https://i.scdn.co/image/ab67616d0000b2733a95d96086fa3571727707d1
I Sat by the Ocean,Queens of the Stone Age,https://i.scdn.co/image/ab67616d0000b273a705b56a83b703453d8ddd04
Pushin' Forward Back,Temple Of The Dog,https://i.scdn.co/image/ab67616d0000b273483c3d93af76b1f635f9dc7d
Aero Zeppelin,Nirvana,https://i.scdn.co/image/ab67616d0000b273e1f5fcef5fb5f70aa0a717fc
Beeswax,Nirvana,https://i.scdn.co/image/ab67616d0000b273e1f5fcef5fb5f70aa0a717fc
Love Buzz,Nirvana,https://i.scdn.co/image/ab67616d0000b27397507fd22fb690cb9085a864
Rape Me,Nirvana,https://i.scdn.co/image/ab67616d0000b27356072fea6785a3ad2d24237c
Heart-Shaped Box,Nirvana,https://i.scdn.co/image/ab67616d0000b27356072fea6785a3ad2d24237c
Leash - Remastered,Pearl Jam,https://i.scdn.co/image/ab67616d0000b273777344aba9d5b5785b4593a5
February Stars,Foo Fighters,https://i.scdn.co/image/ab67616d0000b2730389027010b78a5e7dce426b
Soldier of Love,Pearl Jam,https://i.scdn.co/image/ab67616d0000b273d7db5abcbc899f3994c66fc6
Better Man,Pearl Jam,https://i.scdn.co/image/ab67616d0000b273f0f6b8bc425633e6ed6369c4
If 6 Was 9,Jimi Hendrix,https://i.scdn.co/image/ab67616d0000b27319dcd95d28b63d10164327f2
Castles Made of Sand,Jimi Hendrix,https://i.scdn.co/image/ab67616d0000b27319dcd95d28b63d10164327f2
Bold as Love,Jimi Hendrix,https://i.scdn.co/image/ab67616d0000b27319dcd95d28b63d10164327f2
Stop This Train,John Mayer,https://i.scdn.co/image/ab67616d0000b2737af5fdc5ef048a68db62b85f
Crest Of A Wave,Rory Gallagher,https://i.scdn.co/image/ab67616d0000b273bf78e5d6d456a2027612e4e4
Bold as Love,John Mayer,https://i.scdn.co/image/ab67616d0000b2737af5fdc5ef048a68db62b85f
3x5,John Mayer,https://i.scdn.co/image/ab67616d0000b2738848d57cbfa7751e028f4dc9
Just Breathe,Pearl Jam,https://i.scdn.co/image/ab67616d0000b273cd1c5e0054c122d9aa3f829a
Gravity,John Mayer,https://i.scdn.co/image/ab67616d0000b2737af5fdc5ef048a68db62b85f
Who Says,John Mayer,https://i.scdn.co/image/ab67616d0000b2731e3dbe4453ed61633c472fbe
Waiting On the World to Change,John Mayer,https://i.scdn.co/image/ab67616d0000b2737af5fdc5ef048a68db62b85f
Born and Raised,John Mayer,https://i.scdn.co/image/ab67616d0000b2733c6bbf44de57c6eb51818694
If I Ever Get Around To Living,John Mayer,https://i.scdn.co/image/ab67616d0000b2733c6bbf44de57c6eb51818694
Rape Me,Nirvana,https://i.scdn.co/image/ab67616d0000b273c4f52ef8782f0e8ede4c1aaf
Tippa My Tongue,Red Hot Chili Peppers,https://i.scdn.co/image/ab67616d0000b27326c45c792ba862563d9bf85f
Immigrant Song - Remaster,Led Zeppelin,https://i.scdn.co/image/ab67616d0000b27390a50cfe99a4c19ff3cbfbdb
"Friends, Lovers or Nothing",John Mayer,https://i.scdn.co/image/ab67616d0000b2731e3dbe4453ed61633c472fbe
Big Cheese,Nirvana,https://i.scdn.co/image/ab67616d0000b27397507fd22fb690cb9085a864
Floyd The Barber,Nirvana,https://i.scdn.co/image/ab67616d0000b27397507fd22fb690cb9085a864
Blew,Nirvana,https://i.scdn.co/image/ab67616d0000b27397507fd22fb690cb9085a864
Negative Creep,Nirvana,https://i.scdn.co/image/ab67616d0000b27397507fd22fb690cb9085a864
Radio Friendly Unit Shifter,Nirvana,https://i.scdn.co/image/ab67616d0000b273aca059cebc1841277db22d1c
Sex on Fire,Kings of Leon,https://i.scdn.co/image/ab67616d0000b2732519d01c0cca06f134eeadd8
Sledgehammer,Peter Gabriel,https://i.scdn.co/image/ab67616d0000b27311bb04f55be562c76d8e8ecf
Shut Your Eyes,Snow Patrol,https://i.scdn.co/image/ab67616d0000b27323020a3f1cf353ce1a50d0b3
Dream On,Aerosmith,https://i.scdn.co/image/ab67616d0000b273b11078ee23dcd99e085ac33e
John the Revelator,Depeche Mode,https://i.scdn.co/image/ab67616d0000b273ed1506834f09438351cf1dc5
Shake the Disease,Depeche Mode,https://i.scdn.co/image/ab67616d0000b273878ae6fc96ee5954168838fc
Strangelove,Depeche Mode,https://i.scdn.co/image/ab67616d0000b2730a7d45a345534966a4ad2c39
More Than a Feeling,Boston,https://i.scdn.co/image/ab67616d0000b2738c1fadcc997a65384f34d694
Hotel California - 2013 Remaster,Eagles,https://i.scdn.co/image/ab67616d0000b2734637341b9f507521afa9a778
Every Breath You Take,The Police,https://i.scdn.co/image/ab67616d0000b273c8e97cafeb2acb85b21a777e
Otherside,Red Hot Chili Peppers,https://i.scdn.co/image/ab67616d0000b273a9249ebb15ca7a5b75f16a90
Brothers In Arms,Dire Straits,https://i.scdn.co/image/ab67616d0000b273042dbf8721e37f11843bfeac
Shut Your Eyes,Snow Patrol,https://i.scdn.co/image/ab67616d0000b2735da2756220da9b6f17924f8f
One,U2,https://i.scdn.co/image/ab67616d0000b27337cd18af5725b9cad0a5ab53
Message In A Bottle,The Police,https://i.scdn.co/image/ab67616d0000b2738ec81cc654b45ade8bdf1486
Space Oddity - 2015 Remaster,David Bowie,https://i.scdn.co/image/ab67616d0000b2733395f3e809dfbc2b1101d464
Let's Dance - 2018 Remaster,David Bowie,https://i.scdn.co/image/ab67616d0000b273db0917ddd4139153bc1d1a1a
The Sky Is Crying - 1985 Version,Stevie Ray Vaughan,https://i.scdn.co/image/ab67616d0000b27376bc8abf6974b4f6d490d034
Texas Flood,Stevie Ray Vaughan,https://i.scdn.co/image/ab67616d0000b273f7143c00741b94bb62025340
Be Yourself,Audioslave,https://i.scdn.co/image/ab67616d0000b27307301dd5fedf5ad64cde4882
Everybody Hurts,R.E.M.,https://i.scdn.co/image/ab67616d0000b273ace3e7aae0b7c78bbe1c4f35
All Nightmare Long,Metallica,https://i.scdn.co/image/ab67616d0000b273f5802466e1bc84cdf51d97e2
Through The Never,Metallica,https://i.scdn.co/image/ab67616d0000b273cf84c5b276431b473e924802
Walk,Pantera,https://i.scdn.co/image/ab67616d0000b273347c0a40c1e3f0c890a6d9d6
"Rooster - Live at the Majestic Theatre, Brooklyn, NY - April 1996",Alice In Chains,https://i.scdn.co/image/ab67616d0000b273f2b6bebda774909d71e0f796
Helpless,John Mayer,https://i.scdn.co/image/ab67616d0000b273c6bfaf942ed981d5c4c922e4
Crossroads,John Mayer,https://i.scdn.co/image/ab67616d0000b2731e3dbe4453ed61633c472fbe
I Don't Need No Doctor,"John Scofield, John Mayer",https://i.scdn.co/image/ab67616d0000b2736a2decd1f9ca3efa76c78bc0
Preaching The End Of The World,Chris Cornell,https://i.scdn.co/image/ab67616d0000b273bd74dc1cdeeb5c4b57945cab
I Am the Highway,Audioslave,https://i.scdn.co/image/ab67616d0000b273a7292b6863258e889b78d787
Plush,Stone Temple Pilots,https://i.scdn.co/image/ab67616d0000b273147e0a8a7c795a4eb7c511db
Iris,Live,https://i.scdn.co/image/ab67616d0000b273cf4c914bea5aba3e3066595a
Like a Stone,Audioslave,https://i.scdn.co/image/ab67616d0000b273a7292b6863258e889b78d787
Money For Nothing,Dire Straits,https://i.scdn.co/image/ab67616d0000b273042dbf8721e37f11843bfeac
Losing My Religion,R.E.M.,https://i.scdn.co/image/ab67616d0000b273e2dd4e821bcc3f70dc0c8ffd
Can't Stop,Red Hot Chili Peppers,https://i.scdn.co/image/ab67616d0000b273de1af2785a83cc660155a0c4
Apocalypse,Cigarettes After Sex,https://i.scdn.co/image/ab67616d0000b27312b69bf576f5e80291f75161
Neon,John Mayer,https://i.scdn.co/image/ab67616d0000b2738848d57cbfa7751e028f4dc9
Love on the Weekend,John Mayer,https://i.scdn.co/image/ab67616d0000b273c6bfaf942ed981d5c4c922e4
Scar Tissue,Red Hot Chili Peppers,https://i.scdn.co/image/ab67616d0000b27394d08ab63e57b0cae74e8595
These Are the Ways,Red Hot Chili Peppers,https://i.scdn.co/image/ab67616d0000b27397a52e0aeda9d95fb881c56d
Black Summer,Red Hot Chili Peppers,https://i.scdn.co/image/ab67616d0000b273579b9602ae484950d95d0ab8
Californication,Red Hot Chili Peppers,https://i.scdn.co/image/ab67616d0000b27394d08ab63e57b0cae74e8595
Otherside,Red Hot Chili Peppers,https://i.scdn.co/image/ab67616d0000b27394d08ab63e57b0cae74e8595
Fake Plastic Trees,Radiohead,https://i.scdn.co/image/ab67616d0000b2739293c743fa542094336c5e12
The Zephyr Song,Red Hot Chili Peppers,https://i.scdn.co/image/ab67616d0000b273fdbcee40748537ff80a7af70
Give It Away,Red Hot Chili Peppers,https://i.scdn.co/image/ab67616d0000b273153d79816d853f2694b2cc70
Suck My Kiss,Red Hot Chili Peppers,https://i.scdn.co/image/ab67616d0000b273153d79816d853f2694b2cc70
Dani California,Red Hot Chili Peppers,https://i.scdn.co/image/ab67616d0000b27309fd83d32aee93dceba78517
Under the Bridge,Red Hot Chili Peppers,https://i.scdn.co/image/ab67616d0000b273153d79816d853f2694b2cc70
By the Way,Red Hot Chili Peppers,https://i.scdn.co/image/ab67616d0000b273de1af2785a83cc660155a0c4
Sunday Bloody Sunday,U2,https://i.scdn.co/image/ab67616d0000b2733ebda46c0dce5e50a27edc3c
Easy,Faith No More,https://i.scdn.co/image/ab67616d0000b27336842671366bfeb3d7c5f19e
Good Riddance (Time of Your Life),Green Day,https://i.scdn.co/image/ab67616d0000b273da4f6706ae0f2501c61ce776
Barley & Grape Rag,Rory Gallagher,https://i.scdn.co/image/ab67616d0000b2734b4d020e221e7c2fd8ca7980
Albatross,Fleetwood Mac,https://i.scdn.co/image/ab67616d0000b2735da80925863f1660c8899d8d
Unmilitary Two-Step - Remastered 2011,Rory Gallagher,https://i.scdn.co/image/ab67616d0000b273f24918552793c7ecca4b88f8
The Unforgiven,Metallica,https://i.scdn.co/image/ab67616d0000b273cf84c5b276431b473e924802
Fight Fire With Fire - Remastered,Metallica,https://i.scdn.co/image/ab67616d0000b2739ad3e9959f48d513886b8933
Black Hole Sun,Soundgarden,https://i.scdn.co/image/ab67616d0000b2738911bae00cdb228c10030978
"Damage, Inc.",Metallica,https://i.scdn.co/image/ab67616d0000b273668e3aca3167e6e569a9aa20
Orion,Metallica,https://i.scdn.co/image/ab67616d0000b273668e3aca3167e6e569a9aa20
The Thing That Should Not Be,Metallica,https://i.scdn.co/image/ab67616d0000b273668e3aca3167e6e569a9aa20
Burden In My Hand,Soundgarden,https://i.scdn.co/image/ab67616d0000b2736d70b73bcb327515e9fa8fac
